slug,display,basis,sources
ministry-of-technical-and-vocational-education-libya,Ministry of Technical and Vocational Education,full,1
ministry-of-technology-and-science-zambia,Ministry of Technology and Science,full,9
ministry-of-tertiary-education-science-and-research-mauritius,Science and Research The Ministry of Tertiary Education,full,1
ministry-of-tinkhundla-administration-and-development-eswatini,Ministry of Tinkhundla Administration and Development,full,1
ministry-of-tourism-and-environmental-affairs-eswatini,Minister of Tourism and Environmental Affairs,partial,1
ministry-of-tourism-and-leisure-cote-divoire,Ministry of Tourism and Leisure,full,2
ministry-of-trade-agribusiness-and-industry-ghana,Agribusiness and Industry Ministry,partial,1
ministry-of-trade-and-entrepreneurship-botswana,Trade and Entrepreneurship,partial,1
ministry-of-trade-and-industry-lesotho,Ministry of Trade and Industry,full,1
ministry-of-trade-and-industry-malawi,Ministry of Trade and Industry,full,1
ministry-of-transport-and-communications-eswatini,Ministry of Transport and Communications,full,1
ministry-of-transport-and-infrastructural-development-zimbabwe,Ministry of Transport and Infrastructural Development,full,1
ministry-of-transport-ghana,Ministry of Transport,full,1
ministry-of-transport-liberia,Ministry of Transport,full,1
ministry-of-transport-malawi,Ministry of Transport,full,1
ministry-of-urban-and-infrastructure-ethiopia,Ministry of Urban and Infrastructure,full,1
ministry-of-urban-and-rural-development-namibia,Ministry of Urban and Rural Development,full,2
ministry-of-water-and-energy-ethiopia,Ministry of Water and Energy,full,2
ministry-of-water-resources-libya,Ministry of Water Resources,full,1
ministry-of-women-affairs-nigeria,Women Affairs Ministry,full,1
ministry-of-women-affairs-zimbabwe,Minister of Women Affairs,partial,1
ministry-of-women-and-social-affairs-ethiopia,Ministry of Women and Social Affairs,full,2
ministry-of-works-and-transport-namibia,Ministry of Works and Transport,full,1
ministry-of-works-and-transport-uganda,Ministry of Works and Transport,full,2
ministry-of-youth-affairs-sierra-leone,Ministry of Youth Affairs,full,1
ministry-of-youth-and-sports-kassala-sudan,Kassala. The Ministry of Youth and Sports,full,1
ministry-primary-secondary-education-car,Ministry of Primary and Secondary Education,partial,1
ministry-social-solidarity-egypt,Social Solidarity Minister,partial,1
minpmeesa,MINPMEESA,full,1
minpmeesa-cameroon,MINPMEESA,full,1
minpostel,MINPOSTEL,full,6
minpostel-cameroon,MINPOSTEL,full,1
minrex-cameroon,Le Minrex,full,1
minsabs-gnq,MINSABS,full,1
minsante,MINSANTE,full,1
mintoul,MINTOUL,full,1
mintp-cameroon,Mintp,full,2
minusca,MINUSCA,full,5
mionjo-madagascar,Projet MIONJO,full,1
miru-systems,Miru Systems,full,1
misa,Media Institute of Southern Africa,acronym,1
misa-mozambique,Media Institute of Southern Africa,acronym,1
misa-zimbabwe,MISA Zimbabwe,full,1
misau-mozambique,MISAU,full,3
misean-cara,Misean Cara,full,2
mispa-malawi,Malawi Internet Service Providers' Association,acronym,1
mistral-ai,Mistral AI,full,2
mitader-mozambique,MITADER,full,1
mitre-corporation,MITRE Corporation,full,1
mitrelli-group,Mitrelli,full,1
miva-open-university,Nwachuku. Miva Open University,full,1
mixp,MIXP URL,full,1
mixp-mauritius,MIXP Ops,full,1
mixx-togo,Mixx Togo,full,1
mk-party,MK Party,full,1
mk-wbc,MK WBC,full,1
mlhud-uganda,MLHUD,full,1
mmockmbie-credit-union,MMOCKMBIE CREDIT UNION,full,1
mnis-certification-authority-mauritius,MNIS Certification Authority System,full,1
mobihealth-international,Mobihealth International,full,1
mobile-money-advocacy-group-ghana,Mobile Money Advocacy Group,full,1
mobile-money-corporation-cameroon,Mobile Money,full,1
mobile-money-fintech-limited,Mobile Money Fintech Limited,full,1
mobile-money-fraud-prevention-task-force-malawi,Mobile Money Fraud Prevention Task,partial,1
mobilemoney-fintech,MobileMoney Fintech Ltd,full,1
mobilis,Mobilis,full,3
mobius-motors,Mobius Motors,full,1
mobse-gambia,MoBSE,full,2
mocde-gambia,MoCDE Gambia,full,1
mocti,MoCTI,full,6
mogo,MOGO. Even,full,1
mohamed-abdelhadi-mezi,Mohamed Abdelhadi Mezi,full,1
mohamed-adam-moalim-ali,H.E. Mohamed Adam Moalim Ali,full,1
mohamed-el-hadi-hennachi,Mohamed El-Hadi Hennachi,full,1
mohamed-lamine-lebbou,Mohamed Lamine Lebbou,full,1
mohamed-seddik-ait-messaoudene,Mohamed Seddik Aït Messaoudene,partial,1
mohammed-khamis-abdulla,Bw. Mohammed Khamis Abdulla,full,1
moherst-gambia,MOHERST,full,1
mohesr,MOHESR,full,1
moici-gambia,MOICI,full,1
moieg-pass,MOIEG-PASS,full,3
mojaloop,Mojaloop,full,8
mojaloop-foundation,Mojaloop Foundation,full,4
molotel,Molotel,full,1
molten-ventures,Molten Ventures,full,1
moment,Moment,full,4
momo-helep-pro,MoMo Helep Pro,full,1
monacosat,Monacosat,full,1
mondli-gungubele,Mondli Gungubele,full,1
moneygram,MoneyGram,full,1
moniepoint,Moniepoint,full,11
monk-ai,Monk AI,full,1
monrovia-consolidated-school-system,Monrovia Consolidated School System,full,1
monty-mobile,Monty Mobile,full,1
monusco,MONUSCO,full,1
moonlight-technologies,Moonlight Technologies,full,1
moov-africa,Moov Africa,full,3
moov-africa-burkina-faso,Moov Africa Burkina Faso,full,3
moov-africa-centrafrique,Moov Africa Centrafrique,full,1
moov-africa-cote-divoire,MOOV Africa,full,1
moov-africa-gabon-telecom,Moov Africa Gabon Telecom,full,5
moov-africa-malitel,Moov Africa Malitel,full,1
moov-africa-mobile-money-operations,Moov Africa Mobile Money,partial,1
moov-africa-togo,Moov Africa Togo,full,2
moov-money,Moov Money,full,1
moov-money-benin,Moov Money,full,2
moov-money-chad,Moov Money,full,1
moove,Moove,full,7
mopani-copper-mines,Mopani Copper Mines,full,1
mopem-gambia,MOPEM,full,1
morendezvous-mauritius,MoRendezVous,full,1
morenet,MoRENet,full,6
morocco,Morocco,full,2
morocco-fintech-center,Morocco FinTech Center,full,1
mosip,MOSIP,full,10
mota-engil-malawi,Mota-Engil,full,1
moti-engineering,Moti Engineering,full,1
motie-gambia,MOTIE,full,1
motorola-solutions,Motorola Solutions,full,2
motowa,Motowa,full,1
mourana-soumah,Mourana Soumah,full,1
moussa-bala-fofana,Moussa Balla Fofana,partial,1
moussa-sanogo,Moussa Sanogo,full,1
moussahamatic,Moussahamatic,full,1
moustachir,Moustachir,full,1
moustass-leaks,Moustass Leaks,full,1
moveon-telecoms,Uganda and MoveOn Telecoms,full,1
movesa,Movesa,full,1
movicel,Movicel,full,1
movitel,Movitel,full,2
mozambican-association-of-artificial-intelligence,Mozambican Association of Artificial Intelligence,full,1
mozambique-cyber-security-law,Cyber Security Law,full,1
mozambique-data-protection-law,Personal Data Protection Law,full,1
mozambique-national-payment-system-law,APPROVES THE NATIONAL PAYMENT SYSTEM LAW,full,1
mozambique-press-and-media-law,Press and Media Law,full,1
mozambique-telecom-sa,Mozambique Telecom SA,full,2
mozilla-foundation,Mozilla Foundation,full,1
mozix,MOZIX,full,1
mpla,O MPLA,full,1
mpt-cert,MPT-CERT,full,1
mpt-cert-algeria,MPT-CERT,full,1
mrc-holland-foundation,MRC Holland Foundation,full,1
msc-global-consulting-private-limited,MSC Global Consulting Private Limited,full,2
msco-drc,Le MSCO,full,1
mtc,Body MTC,full,1
mtc-namibia,Mobile Telecommunications Company,acronym,1
mtdpce-burkina-faso,MTDPCE,full,1
mtn,MTN-to-MTN,full,1
mtn-benin,MTN Benin,full,4
mtn-business-botswana,MTN Business Botswana,full,1
mtn-cameroon,MTN Cameroon,full,6
mtn-congo,MTN Congo,full,3
mtn-eswatini,MTN Eswatini,full,5
mtn-ghana,MTN Ghana,full,9
mtn-group,MTN Group,full,7
mtn-group-fintech,MTN Group Fintech,full,5
mtn-mobile-money,MTN Mobile Money,full,1
mtn-mobile-money-benin,MTN Mobile Money,full,1
mtn-mobile-money-corporation,MTN Mobile Money Corporation,full,1
mtn-momo-uganda,MTN MoMo Uganda,full,2
mtn-nigeria,MTN Nigeria,full,8
mtn-nigeria-communications-limited,MTN Nigeria Communications,full,1
mtn-rwanda,MTN Rwanda,full,4
mtn-sifiso-dabengwa-data-centre,Dabengwa Sifiso Data Centre,partial,1
mtn-south-africa,MTN South Africa,full,7
mtn-south-sudan,MTN South Sudan,full,5
mtn-sudan,MTN Sudan,full,4
mtn-uganda,MTN Uganda,full,9
mtn-zambia,MTN Zambia,full,1
mtnima-mauritania,MTNIMA,full,2
mubadala,Mubadala,full,5
mubas,MUBAS,full,1
muganga-innovation-lab,Muganga Innovation Lab,full,1
muhimbili-orthopaedic-institute,Muhimbili Orthopedic Institute,partial,1
muhimbili-university-of-health-and-allied-sciences,Muhimbili University of Health and Allied Sciences,full,1
muhlbauer,Muhlbauer,full,1
mukuru,Mukuru,full,3
mulk-international,Mulk International,full,1
multicaixa,Multicaixa,full,1
multichoice,MultiChoice,full,3
multichoice-nigeria,Multichoice Nigeria,full,1
multilateral-investment-guarantee-agency,Multilateral Investment Guarantee Agency. Task,full,1
multipay-drc,MultiPay DRC,full,1
multiple-cloud-customers-huawei-cloud,Huawei Cloud,partial,1
mulungushi-university,Mulungushi University,full,1
muni-gnq,SIM de Muni,full,1
municipal-guard-libya,Municipal Guard,full,1
municipal-money,Municipal Money,full,1
municipality-of-tripoli-centre,Libya Municipality of Tripoli Centre,full,1
mutapa-investment-fund,Shareholder Mutapa Investment Fund,full,1
muzi-mhlongo,Muzi Mhlongo,full,1
mvola,MVola,full,6
mwango-brain,Mwango Brain,full,2
mweiti-malawi,MWEITI,full,1
mwri-egypt,Ministry of Water Resources and Irrigation,acronym,1
my-signal-cote-divoire,My Signal,full,1
mydawa,MYDAWA,full,1
mymzansi,MyMzansi,full,10
mytgpt,MyTGPT,full,1
mzalendo,Mzalendo,full,2
mzalendo-trust,Mzalendo Trust,full,2
mzansisat,MzansiSat,full,1
mzansixchange,MzansiXchange,full,10
mzuzu-university,Mzuzu University,full,2
n-atlas,Atlas Network,full,1
n-one-datacenters,Datacenters,full,1
n2-pay,N2 Pay,full,1
naaip,NAAIP,full,1
nadmo-ghana,NADMO,full,1
nadpa,Network of African Data Protection Authorities,acronym,1
nadra,NADRA,full,2
nafa,Presenting NAFA,full,1
nafasi,Nafasi,full,1
nafdac,NAFDAC,full,1
nafebol-liberia,NAFEBOL,full,1
nafem,Nigerian Autonomous Foreign Exchange Market,acronym,1
nafeza,NAFEZA,full,1
naftal,Naftal,full,2
nahcon,NAHCON,full,1
naicom,NAICOM,full,1
nairahost,NairaHost,full,1
nairobi-securities-exchange,Nairobi Securities Exchange,full,3
naked-insurance,Naked Insurance,full,2
nakuru-county-government,Nakuru County Government,full,1
nala,NALA and Tembo,full,1
nam-csirt,NAM-CSIRT,full,6
namclear,Namclear,full,1
namea-sierra-leone,NaMEA,full,1
namfisa,NAMFISA,full,2
namibia-banking-institutions-act-2023,Banking Institutions Act,partial,2
namibia-cabinet,Cabinet,full,1
namibia-civil-registration-identification-act-2024,Civil Registration and Identification Act,partial,7
namibia-cybercrime-bill,Namibia Cybercrime Bill,full,1
namibia-data-protection-bill,Data Protection Bill for Namibia,full,2
namibia-digital-community-system,Digital Community System,full,2
namibia-electronic-transactions-act-2019,Electronic Transactions Act,partial,1
namibia-fact-check,Namibia Fact Check,full,1
namibia-land-bill-2025,Land Bill,partial,1
namibia-ministry-of-health-and-social-services,Ministry of Health and Social Services,full,1
namibia-ministry-of-information-and-communication-technology,Ministry of Information and Communication Technology,full,1
namibia-payment-system-management-act-2023,Payment System Management Act,partial,8
namibia-revenue-agency,Namibia Revenue Agency,full,2
namibia-securities-exchange,Namibia Securities Exchange,full,1
namibia-statistics-agency,Namibia Statistics Agency,full,10
namibia-training-authority,Namibia Training Authority,full,1
namibian-standards-institution,Namibian Standards Institution,full,1
nampol,NamPol,full,1
nampost,NamPost,full,3
nampower,NamPower,full,6
namra,NamRA,full,2
nandan-nilekani,Nandan Nilekani,full,1
nanjing-nanguan,Nanjing Nanguan,full,1
nao-tanzania,NAO Tanzania,full,1
napps-nigeria,National Association of Proprietors of Private Schools,acronym,1
naqaa-gambia,National Accreditation and Quality Assurance Authority,acronym,1
naran,Naran,full,1
nardic-bill-2026,Gambia. The NaRDIC Bill,partial,1
nareva-holding,Nareva,full,1
nasa,NASA FIRMS,full,1
nasa-harvest,NASA Harvest,full,4
naseni,NASENI,full,1
nasrda,NASRDA,full,2
nasscom,NASSCOM,full,1
natca,NatCA,full,7
natcom-sierra-leone,NATCOM,full,1
nathalia-dukhan,Nathalia Dukhan,full,2
nathalie-aziza-munana,Nathalie-Aziza Munana,full,1
national-advisory-council-for-persons-with-disabilities-eswatini,ADVISORY COUNCIL FOR PERSONS WITH DISABILITIES,partial,1
national-archives-namibia,National Archives of Namibia,full,1
national-artificial-intelligence-strategy-cote-divoire,Ivoire's National Artificial Intelligence Strategy,full,2
national-artificial-intelligence-strategy-mozambique,National Artificial Intelligence Strategy,full,1
national-assembly-burundi,National Assembly,full,1
national-assembly-cote-divoire,National Assembly,full,1
national-assembly-gambia,National Assembly of The Gambia,full,1
national-assembly-kenya,National Assembly,full,2
national-assembly-nigeria,National Assembly,full,1
national-assembly-of-mauritius,National Assembly of Mauritius,full,1
national-assembly-of-nigeria,National Assembly,full,1
national-assembly-of-zambia,National Assembly of Zambia,full,2
national-assembly-select-committee-on-defence-gambia,National Assembly Select Committee,partial,1
national-assembly-seychelles,National Assembly,full,1
national-authorising-office-zambia,National Coordinating Office,partial,1
national-authority-for-scientific-research-libya,National Authority for Scientific Research,full,1
national-authority-information-security-safety-libya,National Authority for Information Security and Safety,full,1
national-bank-of-commerce-tanzania,National Bank of Commerce,full,1
national-bank-of-egypt,National Bank of Egypt,full,1
national-bank-of-ethiopia,National Bank of Ethiopia,full,10
national-bank-of-malawi,National Bank of Malawi,full,4
national-bank-of-rwanda,National Bank of Rwanda,full,10
national-board-for-social-protection,National Board for Social Protection,full,1
national-board-for-technical-education-nigeria,National Board for Technical Education,full,1
national-bureau-of-statistics-nigeria,National Bureau of Statistics,full,8
national-business-register-tunisia,National Business Register,full,1
